sample_id,word_index,char_start,char_end,original_fragment,apostrophe_normalized_fragment,spoken_word,bert_positions,normalization
-wny0OAz3g8$_$7,0,0,3,Omi,Omi,omi,"[1, 2]",lowercase / apostrophe normalization
-wny0OAz3g8$_$7,1,4,7,and,and,and,[3],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,2,8,14,Winant,Winant,winant,"[4, 5]",lowercase / apostrophe normalization
-wny0OAz3g8$_$7,3,15,20,argue,argue,argue,[6],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,4,21,25,that,that,that,[7],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,5,26,29,the,the,the,[8],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,6,30,37,concept,concept,concept,[9],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,7,38,40,of,of,of,[10],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,8,41,45,race,race,race,[11],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,9,46,50,came,came,came,[12],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,10,51,56,about,about,about,[13],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,11,57,59,as,as,as,[14],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,12,60,61,a,a,a,[15],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,13,62,66,tool,tool,tool,[16],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,14,67,69,to,to,to,[17],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,15,70,77,justify,justify,justify,[18],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,16,78,81,and,and,and,[19],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,17,82,90,maintain,maintain,maintain,[20],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,18,91,94,the,the,the,[21],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,19,95,103,economic,economic,economic,[22],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,20,104,107,and,and,and,[23],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,21,108,117,political,political,political,[24],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,22,118,123,power,power,power,[25],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,23,124,128,held,held,held,[26],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,24,129,131,by,by,by,[27],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,25,132,137,those,those,those,[28],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,26,138,140,of,of,of,[29],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,27,141,149,European,European,european,[30],lowercase / apostrophe normalization
-wny0OAz3g8$_$7,28,150,157,descent,descent,descent,[31],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,0,0,2,He,He,he,[1],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,1,3,11,explores,explores,explores,[2],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,2,12,15,why,why,why,[3],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,3,16,21,Black,Black,black,[4],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,4,22,25,and,and,and,[5],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,5,26,31,White,White,white,[6],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,6,32,41,Americans,Americans,americans,[7],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,7,42,46,tend,tend,tend,[8],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,8,47,49,to,to,to,[9],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,9,50,54,have,have,have,[10],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,10,55,59,such,such,such,[11],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,11,60,69,different,different,different,[12],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,12,70,78,outcomes,outcomes,outcomes,[13],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,13,79,81,in,in,in,[14],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,14,82,87,terms,terms,terms,[15],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,15,88,90,of,of,of,[16],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,16,91,97,income,income,income,[17],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,17,99,108,education,education,education,[19],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,18,110,113,and,and,and,[21],lowercase / apostrophe normalization
-wny0OAz3g8$_$9,19,114,118,more,more,more,[22],lowercase / apostrophe normalization
-571d8cVauQ$_$0,0,0,4,This,This,this,[1],lowercase / apostrophe normalization
-571d8cVauQ$_$0,1,5,7,is,is,is,[2],lowercase / apostrophe normalization
-571d8cVauQ$_$0,2,8,13,Rhett,Rhett,rhett,"[3, 4]",lowercase / apostrophe normalization
-571d8cVauQ$_$0,3,14,20,Reiger,Reiger,reiger,"[5, 6]",lowercase / apostrophe normalization
-571d8cVauQ$_$0,4,22,27,White,White,white,[8],lowercase / apostrophe normalization
-571d8cVauQ$_$0,5,28,35,Caspian,Caspian,caspian,[9],lowercase / apostrophe normalization
-571d8cVauQ$_$0,6,36,43,Studios,Studios,studios,[10],lowercase / apostrophe normalization
-571d8cVauQ$_$0,7,44,46,on,on,on,[11],lowercase / apostrophe normalization
-571d8cVauQ$_$0,8,47,53,behalf,behalf,behalf,[12],lowercase / apostrophe normalization
-571d8cVauQ$_$0,9,54,56,of,of,of,[13],lowercase / apostrophe normalization
-571d8cVauQ$_$0,10,57,63,Expert,Expert,expert,[14],lowercase / apostrophe normalization
-571d8cVauQ$_$0,11,64,71,Village,Village,village,[15],lowercase / apostrophe normalization
-571d8cVauQ$_$5,0,0,2,So,So,so,[1],lowercase / apostrophe normalization
-571d8cVauQ$_$5,1,3,7,very,very,very,[2],lowercase / apostrophe normalization
-571d8cVauQ$_$5,2,8,17,important,important,important,[3],lowercase / apostrophe normalization
-571d8cVauQ$_$5,3,18,20,to,to,to,[4],lowercase / apostrophe normalization
-571d8cVauQ$_$5,4,21,23,go,go,go,[5],lowercase / apostrophe normalization
-571d8cVauQ$_$5,5,24,27,out,out,out,[6],lowercase / apostrophe normalization
-571d8cVauQ$_$5,6,28,30,to,to,to,[7],lowercase / apostrophe normalization
-571d8cVauQ$_$5,7,31,34,the,the,the,[8],lowercase / apostrophe normalization
-571d8cVauQ$_$5,8,35,44,locations,locations,locations,[9],lowercase / apostrophe normalization
-571d8cVauQ$_$5,9,46,50,walk,walk,walk,[11],lowercase / apostrophe normalization
-571d8cVauQ$_$5,10,51,57,around,around,around,[12],lowercase / apostrophe normalization
-571d8cVauQ$_$5,11,59,63,talk,talk,talk,[14],lowercase / apostrophe normalization
-571d8cVauQ$_$5,12,64,68,with,with,with,[15],lowercase / apostrophe normalization
-571d8cVauQ$_$5,13,69,72,the,the,the,[16],lowercase / apostrophe normalization
-571d8cVauQ$_$5,14,73,79,owners,owners,owners,[17],lowercase / apostrophe normalization
-571d8cVauQ$_$5,15,80,82,if,if,if,[18],lowercase / apostrophe normalization
-571d8cVauQ$_$5,16,83,86,you,you,you,[19],lowercase / apostrophe normalization
-571d8cVauQ$_$5,17,87,90,can,can,can,[20],lowercase / apostrophe normalization
-571d8cVauQ$_$5,18,92,96,tell,tell,tell,[22],lowercase / apostrophe normalization
-571d8cVauQ$_$5,19,97,101,them,them,them,[23],lowercase / apostrophe normalization
-571d8cVauQ$_$5,20,102,106,what,what,what,[24],lowercase / apostrophe normalization
-571d8cVauQ$_$5,21,107,113,you're,you're,you're,"[25, 26, 27]",lowercase / apostrophe normalization
-571d8cVauQ$_$5,22,114,119,doing,doing,doing,[28],lowercase / apostrophe normalization
-571d8cVauQ$_$5,23,121,126,build,build,build,[30],lowercase / apostrophe normalization
-571d8cVauQ$_$5,24,127,128,a,a,a,[31],lowercase / apostrophe normalization
-571d8cVauQ$_$5,25,129,135,little,little,little,[32],lowercase / apostrophe normalization
-571d8cVauQ$_$5,26,136,146,excitement,excitement,excitement,[33],lowercase / apostrophe normalization
-571d8cVauQ$_$5,27,148,151,put,put,put,[35],lowercase / apostrophe normalization
-571d8cVauQ$_$5,28,152,153,a,a,a,[36],lowercase / apostrophe normalization
-571d8cVauQ$_$5,29,154,160,little,little,little,[37],lowercase / apostrophe normalization
-571d8cVauQ$_$5,30,161,166,glitz,glitz,glitz,"[38, 39]",lowercase / apostrophe normalization
-571d8cVauQ$_$5,31,167,169,on,on,on,[40],lowercase / apostrophe normalization
-571d8cVauQ$_$5,32,170,175,there,there,there,[41],lowercase / apostrophe normalization
-571d8cVauQ$_$5,33,176,179,and,and,and,[42],lowercase / apostrophe normalization
-571d8cVauQ$_$5,34,180,183,let,let,let,[43],lowercase / apostrophe normalization
-571d8cVauQ$_$5,35,184,193,everybody,everybody,everybody,[44],lowercase / apostrophe normalization
-571d8cVauQ$_$5,36,194,199,knows,knows,knows,[45],lowercase / apostrophe normalization
-571d8cVauQ$_$5,37,200,204,this,this,this,[46],lowercase / apostrophe normalization
-571d8cVauQ$_$5,38,205,207,is,is,is,[47],lowercase / apostrophe normalization
-571d8cVauQ$_$5,39,208,209,a,a,a,[48],lowercase / apostrophe normalization
-571d8cVauQ$_$5,40,210,214,very,very,very,[49],lowercase / apostrophe normalization
-571d8cVauQ$_$5,41,215,223,valuable,valuable,valuable,[50],lowercase / apostrophe normalization
-571d8cVauQ$_$5,42,224,228,spot,spot,spot,[51],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,0,0,2,In,In,in,[1],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,1,3,6,the,the,the,[2],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,2,7,13,United,United,united,[3],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,3,14,20,States,States,states,[4],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,4,21,23,we,we,we,[5],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,5,24,29,don't,don't,don't,"[6, 7, 8]",lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,6,30,36,punish,punish,punish,[9],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,7,37,44,failure,failure,failure,[10],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,8,45,47,to,to,to,[11],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,9,48,51,the,the,the,[12],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,10,52,58,degree,degree,degree,[13],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,11,59,61,to,to,to,[14],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,12,62,67,which,which,which,[15],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,13,68,75,failure,failure,failure,[16],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,14,76,78,is,is,is,[17],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,15,79,87,punished,punished,punished,[18],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,16,88,90,in,in,in,[19],lowercase / apostrophe normalization
-I_e4mIh0yE$_$1,17,91,97,Europe,Europe,europe,[20],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,0,0,4,It's,It's,it's,"[1, 2, 3]",lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,1,5,14,perceived,perceived,perceived,[4],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,2,15,19,that,that,that,[5],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,3,20,23,you,you,you,[6],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,4,24,28,have,have,have,[7],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,5,29,37,actually,actually,actually,[8],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,6,38,45,learned,learned,learned,[9],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,7,46,55,something,something,something,[10],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,8,57,61,over,over,over,[12],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,9,62,65,the,the,the,[13],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,10,66,72,course,course,course,[14],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,11,73,75,of,of,of,[15],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,12,76,80,your,your,your,[16],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,13,81,88,carreer,carreer,carreer,"[17, 18]",lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,14,90,93,and,and,and,[20],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,15,94,98,that,that,that,[21],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,16,99,102,you,you,you,[22],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,17,103,108,won't,won't,won't,"[23, 24, 25]",lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,18,109,113,make,make,make,[26],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,19,114,117,the,the,the,[27],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,20,118,125,mistake,mistake,mistake,[28],lowercase / apostrophe normalization
-I_e4mIh0yE$_$3,21,126,131,twice,twice,twice,[29],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,0,0,7,Because,Because,because,[1],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,1,9,11,if,if,if,[3],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,2,12,16,they,they,they,[4],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,3,17,20,are,are,are,[5],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,4,21,24,not,not,not,[6],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,5,25,27,in,in,in,[7],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,6,28,31,any,any,any,[8],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,7,32,35,way,way,way,[9],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,8,36,40,held,held,held,[10],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,9,41,52,accountable,accountable,accountable,[11],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,10,53,56,for,for,for,[12],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,11,57,64,reading,reading,reading,[13],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,12,65,68,the,the,the,[14],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,13,69,77,material,material,material,[15],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,14,78,82,they,they,they,[16],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,15,83,88,won't,won't,won't,"[17, 18, 19]",lowercase / apostrophe normalization
-UacrmKiTn4$_$10,16,89,91,do,do,do,[20],lowercase / apostrophe normalization
-UacrmKiTn4$_$10,17,92,94,it,it,it,[21],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,0,0,4,Just,Just,just,[1],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,1,5,10,given,given,given,[2],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,2,11,13,to,to,to,[3],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,3,14,19,their,their,their,[4],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,4,20,23,own,own,own,[5],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,5,24,31,devices,devices,devices,[6],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,6,32,36,they,they,they,[7],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,7,37,40,are,are,are,[8],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,8,41,44,not,not,not,[9],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,9,45,50,going,going,going,[10],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,10,51,53,to,to,to,[11],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,11,54,58,read,read,read,[12],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,12,59,62,the,the,the,[13],lowercase / apostrophe normalization
-UacrmKiTn4$_$4,13,63,71,textbook,textbook,textbook,[14],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,0,0,7,Picture,Picture,picture,[1],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,1,8,12,this,this,this,[2],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,2,14,20,before,before,before,[4],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,3,21,23,we,we,we,[5],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,4,24,32,actually,actually,actually,[6],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,5,33,38,start,start,start,[7],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,6,39,46,hacking,hacking,hacking,[8],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,7,48,53,we’re,we're,we're,"[10, 11, 12]",lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,8,54,56,in,in,in,[13],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,9,57,58,a,a,a,[14],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,10,59,63,room,room,room,[15],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,11,64,70,formal,formal,formal,[16],lowercase / apostrophe normalization
-hnBHBN8p5A$_$7,12,71,78,setting,setting,setting,[17],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,0,0,10,Discussion,Discussion,discussion,[1],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,1,12,15,how,how,how,[3],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,2,16,18,to,to,to,[4],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,3,19,26,discuss,discuss,discuss,[5],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,4,27,32,ideas,ideas,ideas,[6],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,5,33,36,and,and,and,[7],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,6,37,45,opinions,opinions,opinions,[8],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,7,46,50,more,more,more,[9],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,8,51,62,effectively,effectively,effectively,[10],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,9,63,67,than,than,than,[11],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,10,68,69,a,a,a,[12],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,11,70,76,native,native,native,[13],lowercase / apostrophe normalization
-hnBHBN8p5A$_$6,12,77,84,speaker,speaker,speaker,[14],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,0,0,2,We,We,we,[1],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,1,3,9,always,always,always,[2],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,2,10,14,love,love,love,[3],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,3,15,17,to,to,to,[4],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,4,18,22,hear,hear,hear,[5],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,5,23,27,what,what,what,[6],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,6,28,31,you,you,you,[7],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,7,32,35,say,say,say,[8],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,8,37,40,and,and,and,[10],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,9,41,45,like,like,like,[11],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,10,46,49,and,and,and,[12],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,11,50,55,share,share,share,[13],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,12,56,60,this,this,this,[14],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,13,61,66,video,video,video,[15],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,14,67,69,as,as,as,[16],lowercase / apostrophe normalization
-qDkUB0GgYY$_$6,15,70,74,well,well,well,[17],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,0,0,3,And,And,and,[1],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,1,4,8,then,then,then,[2],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,2,9,13,from,from,from,[3],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,3,14,15,a,a,a,[4],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,4,16,21,brand,brand,brand,[5],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,5,22,27,point,point,point,[6],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,6,28,30,of,of,of,[7],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,7,31,35,view,view,view,[8],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,8,37,39,we,we,we,[10],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,9,40,44,need,need,need,[11],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,10,45,47,to,to,to,[12],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,11,48,52,make,make,make,[13],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,12,53,57,sure,sure,sure,[14],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,13,58,63,we're,we're,we're,"[15, 16, 17]",lowercase / apostrophe normalization
-uywlfIYOS8$_$4,14,64,71,driving,driving,driving,[18],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,15,72,75,the,the,the,[19],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,16,76,84,relevant,relevant,relevant,[20],lowercase / apostrophe normalization
-uywlfIYOS8$_$4,17,85,92,insight,insight,insight,[21],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,0,0,4,Many,Many,many,[1],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,1,5,11,people,people,people,[2],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,2,12,15,are,are,are,[3],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,3,16,19,not,not,not,[4],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,4,20,25,until,until,until,[5],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,5,26,30,they,they,they,[6],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,6,31,34,get,get,get,[7],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,7,35,37,to,to,to,[8],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,8,38,40,be,be,be,[9],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,9,41,42,a,a,a,[10],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,10,43,48,older,older,older,[11],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,11,49,52,age,age,age,[12],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,12,53,56,and,and,and,[13],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,13,57,61,they,they,they,[14],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,14,62,69,realize,realize,realize,[15],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,15,70,74,that,that,that,[16],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,16,75,79,gosh,gosh,gosh,"[17, 18]",lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,17,80,84,they,they,they,[19],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,18,85,91,wasted,wasted,wasted,[20],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,19,92,93,a,a,a,[21],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,20,94,97,lot,lot,lot,[22],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,21,98,100,of,of,of,[23],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,22,101,105,time,time,time,[24],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,23,106,109,and,and,and,[25],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,24,110,115,money,money,money,[26],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,25,116,118,in,in,in,[27],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,26,119,126,placing,placing,placing,[28],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,27,127,131,bets,bets,bets,[29],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,28,132,134,on,on,on,[30],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,29,135,140,stock,stock,stock,[31],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,30,141,147,that's,that's,that's,"[32, 33, 34]",lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,31,148,158,ultimately,ultimately,ultimately,[35],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,32,159,163,lost,lost,lost,[36],lowercase / apostrophe normalization
-6rXp3zJ3kc$_$8,33,164,169,value,value,value,[37],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,0,0,2,is,is,is,[1],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,1,4,7,you,you,you,[3],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,2,8,11,can,can,can,[4],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,3,12,15,say,say,say,[5],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,4,17,20,hey,hey,hey,[7],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,5,21,22,I,I,i,[8],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,6,23,29,really,really,really,[9],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,7,30,34,like,like,like,[10],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,8,35,39,baby,baby,baby,[11],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,9,40,44,skin,skin,skin,[12],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,10,46,50,they,they,they,[14],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,11,51,54,are,are,are,[15],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,12,55,57,so,so,so,[16],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,13,58,62,soft,soft,soft,[17],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,14,64,68,they,they,they,[19],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,15,69,74,don’t,don't,don't,"[20, 21, 22]",lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,16,75,79,have,have,have,[23],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,17,80,83,any,any,any,[24],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,18,84,88,hair,hair,hair,[25],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,19,89,91,on,on,on,[26],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,20,92,97,their,their,their,[27],lowercase / apostrophe normalization
-9y-fZ3swSY$_$0,21,98,102,face,face,face,[28],lowercase / apostrophe normalization
-9y-fZ3swSY$_$4,0,0,4,I’ve,I've,i've,"[1, 2, 3]",lowercase / apostrophe normalization
-9y-fZ3swSY$_$4,1,5,9,seen,seen,seen,[4],lowercase / apostrophe normalization
-9y-fZ3swSY$_$4,2,10,14,this,this,this,[5],lowercase / apostrophe normalization
-9y-fZ3swSY$_$4,3,15,17,in,in,in,[6],lowercase / apostrophe normalization
-9y-fZ3swSY$_$4,4,18,20,US,US,u,[7],initialism spelled as letters
-9y-fZ3swSY$_$4,5,18,20,US,US,s,[7],initialism spelled as letters
-9y-fZ3swSY$_$4,6,21,23,or,or,or,[8],lowercase / apostrophe normalization
-9y-fZ3swSY$_$4,7,24,26,in,in,in,[9],lowercase / apostrophe normalization
-9y-fZ3swSY$_$4,8,27,30,the,the,the,[10],lowercase / apostrophe normalization
-9y-fZ3swSY$_$4,9,31,33,US,US,u,[11],initialism spelled as letters
